Age,Income,HouseholdSize,CityAreaSize,MeanCityIncome,MeanCityHousePrize,MeanCityHouseHoldSize,MeanCitySqFtPrice,NumberCars,InternetTrafficVolume,MortageVolume,AccountSpending,CreditCardSpending,HelpHotlineTime,CustomerSince,GrocerySpending,StockVolume,CreditVolume,NASDAQInvest,USAXSFundInvest,BranchVisits,AppLogins,ATMVisits,TimeOnlineBanking,ServiceFees,SocialMediaInter,Bitcoins,NFTs
35,78891,2,451438,78034,1849792,1,5392,2,50,427118,1013.34965254883,1527.38567865198,2.41309679821882,35,457.37513124276,1319.09660352515,796.373335962248,1505.43488797655,537.924356502238,4,15,8,70.3938744740756,52.7578601496249,24,0.0041,3
51,79785,4,456022,130092,1849813,3,3518,2,40,383447,1044.87766841554,697.790589324931,4.28153998752354,35,510.076819505699,1041.17245580456,826.644691009744,1496.0793828025,568.013198386887,3,19,7,66.423807447805,16.9924556109583,35,0.0108,3
52,80272,1,456383,110469,1849622,4,3296,2,35,288109,1096.77229555378,991.752512612863,6.39886435113649,36,722.673621818837,1036.81919700486,797.857269879453,1496.96282086929,460.658568984974,2,15,8,64.7754682614411,16.6136641846111,42,0.0053,0
32,76052,6,455693,104741,1849969,4,3172,1,65,258873,933.176372304743,1330.89319672374,6.96026917045948,37,199.096112902518,1147.08197462634,795.729190166978,1503.85785114847,469.731649438282,4,17,9,66.8685191994159,25.6166752452601,12,0.0063,2
47,73725,4,453577,102641,1849910,8,2264,1,36,404261,939.0975605239,1180.92243796344,4.56239128535577,36,459.924056595292,1211.4452153282,812.062335256093,1492.81321479894,475.210375180711,3,18,9,71.1101769238492,54.1182236688914,28,0.0033,4
38,75821,4,450877,118772,1849860,3,3602,2,60,378021,1004.68640054219,1061.78929751659,4.405265060879,36,422.539558207457,1497.65524719582,805.38408017903,1488.54405530811,510.119188091808,2,16,9,64.2936414518138,50.5198578508279,24,0.0037,0
42,80559,1,451589,131935,1849975,2,2844,0,52,334475,918.10185644429,1296.355360794,2.75062291424873,36,431.097906749363,1202.8417083975,800.02204831508,1510.67840439548,489.734989284639,4,19,9,67.7304014407292,45.4362785991303,24,3E-04,1
61,66527,4,450409,119779,1849964,3,2618,2,55,302343,992.065461601315,848.111880529395,7.17892901723641,36,387.669674832496,1028.83271264317,785.866164040006,1487.75813405299,523.497975591626,2,5,8,73.0162704384434,20.4806898590914,41,0.0043,2
61,74849,3,451581,55772,1849887,6,4468,0,86,365120,1003.84198255359,1112.94406351585,5.07602012375221,35,478.339348770553,1158.26653056685,792.811617962181,1505.19435018466,464.81523415695,3,20,8,72.0107897372472,25.1390271223288,2,0.0042,0
43,87970,2,451297,82018,1849951,5,3416,2,70,309269,818.481444114175,1116.65766311206,4.50346076107302,37,293.396770958613,1040.25777483255,791.208821710839,1499.30781854097,431.565163692137,2,12,8,68.4875803367224,30.9129093533313,21,0.0055,0
58,78317,4,462882,44849,1849498,5,3743,1,9,340826,1131.49542332053,1127.42683922411,3.8482958092111,36,402.652254935828,1412.03359776134,793.905108755739,1487.45588093908,530.169987770566,3,6,8,70.6926163092571,59.0762907068486,32,0.0101,2
32,72894,6,451422,132739,1849728,1,2995,2,57,437045,1173.04157793625,1259.61336200805,3.70156489427415,36,446.679548697891,1099.83707476793,792.066962820788,1484.15033801338,506.066011977903,4,12,8,62.7366707106363,41.545706404303,31,0.0027,2
54,74654,4,450188,79721,1849654,2,4075,1,37,284489,933.404710714712,1256.55461754546,5.65952482314792,36,379.277120307891,1098.75378596661,803.533129725388,1497.99368277807,491.747048160773,3,10,8,59.3572329204405,41.4646188842838,46,0.0057,1
38,78870,4,452022,54702,1849958,2,3539,1,29,488314,1070.42966464286,1182.95719830273,2.89880474736336,36,642.867964986751,1014.74534576145,795.553233343046,1507.44306558222,549.040062202191,3,22,8,68.3989698808374,52.1368499250122,20,0.0074,1
47,79904,3,453370,140349,1849901,4,6187,2,44,391671,1053.65467533665,985.67927317445,3.81949336085299,36,180.025277004045,1216.2443192911,785.207674285172,1490.09950988968,532.718141751135,3,15,8,69.1507135601994,11.7899319629029,27,0.0048,1
28,79868,3,450082,73547,1849854,2,3908,3,51,356919,930.745646936078,932.591809872245,4.84941423249165,37,218.133322410091,1090.97217961914,787.695249372153,1480.09390230159,550.993940716397,4,23,8,70.05401868165,9.85283842781057,20,0.017,2
39,67006,2,450565,59535,1849346,2,4334,2,42,425155,925.703387861463,811.446055158053,1.66153568110849,37,483.465527073667,1434.73444553581,805.970889823361,1507.56480604613,526.494061473814,2,13,9,62.7063574961634,37.9597190715488,36,0.0072,0
44,77021,1,456049,110030,1849784,4,3038,1,25,275339,1022.47667754701,748.914628915733,3.94066296349494,36,550.388675405999,1120.68511854062,827.055926631203,1498.28157865755,517.030649635935,3,14,7,64.2284284880798,7.07847659061689,16,0.0108,1
46,82675,4,450020,140017,1849922,3,3517,2,69,329423,902.039787273541,1226.08232323201,3.51419242279932,36,248.022865204656,1368.43676448729,800.964957581442,1489.91945477431,433.34534893205,4,10,9,61.7945636777064,33.9505359639076,2,0.004,3
38,57919,2,452021,95228,1849680,5,3690,2,73,414453,923.781588158563,741.025366159815,5.75915222520073,36,698.582056076198,1334.97739008814,797.037928520806,1493.1286586163,435.632168786491,3,10,8,60.8716941903409,31.7235592061999,36,0.0078,3
44,79113,2,454534,60089,1849935,3,4007,1,83,386335,995.605600578172,1255.3808970091,1.19753679338259,36,762.397224128245,1293.46153981172,813.651770500318,1508.17424520631,421.307881283612,4,18,7,62.0338824974684,10.2214237229966,29,0.002,2
40,78774,3,451053,132238,1849828,2,3297,2,56,284091,757.314500679569,1079.2963305124,3.80916159601885,36,356.733713381114,1055.27934979189,793.466263781197,1510.80104453967,502.656817280904,2,15,8,70.3583468600847,62.6214491694424,22,0.011,1
45,71466,3,452972,122612,1849688,5,6027,1,39,286262,1063.4242239633,1062.37067949784,6.84775599879825,37,688.531048302984,1238.22738657445,805.54729528171,1500.88875511581,482.808631707037,4,12,8,59.7034502718453,53.9084062139964,24,0.0058,1
57,81880,8,450096,55151,1849554,1,2674,2,54,396862,986.392416354883,1093.27841635813,4.58365063207423,36,677.224056176822,1294.59549834653,786.21436523194,1502.20495153151,414.43363658474,3,10,8,72.8838446658402,28.6697030952299,14,0.0028,1
31,76923,5,450679,105230,1849721,3,4254,2,20,403502,1031.72332354178,784.167351849061,3.78339526219122,36,590.67812488179,1629.75622208096,798.641360436365,1521.4574327171,535.730508764534,4,11,8,66.5480413771428,16.5533767707701,27,0.0068,3
56,84844,1,450702,55629,1849613,3,3512,1,76,390697,804.895488787463,1181.46207262751,3.92423270365302,36,297.064731383737,1207.03790124424,801.809930468848,1509.61128270705,564.385959280617,4,19,8,57.0162056717449,42.4871809396262,25,0.0024,2
31,75080,1,451714,56573,1849508,3,2563,2,74,305810,986.060030611736,1753.83059537692,7.80853050485967,36,387.40416268376,1282.52595296881,798.973576661132,1497.69328161674,533.900847812999,3,18,9,59.2579023144423,26.5602115128797,44,0.0088,1
56,80013,2,450204,74539,1849823,2,2827,2,48,331520,973.319097003488,932.45408190362,3.91014795058611,37,500.03597439261,1245.39952181713,818.34917047821,1509.56242011802,480.256878867412,3,19,8,63.4343361126656,30.8158872667003,20,0.0022,3
51,74648,2,452997,81450,1849316,8,3920,1,20,321544,1038.51075539904,887.434553293661,3.46972414406725,37,508.077306082606,1323.8030003202,786.390566936769,1511.64899206038,527.748704557294,3,16,8,58.7227960561429,46.8748402826161,26,9E-04,3
35,79660,3,452293,35375,1849585,2,3310,1,44,342954,1001.7848462851,1276.09186367223,2.85728329661312,35,232.279450401124,1000.24879732877,799.741977715994,1486.26596906349,474.941578980636,3,17,8,63.0825937937749,8.78162702842257,35,0.0125,2
45,78945,5,451640,79633,1849445,6,3006,2,49,341591,1055.20603494108,1025.40054187207,3.690917250092,37,721.464392789982,1099.04619718215,809.034350921563,1481.1022941611,483.737818630915,4,12,7,67.1108910653839,32.881861667963,30,0.0012,2
48,64595,4,453368,67798,1849716,1,4498,3,47,403976,903.070244553614,919.632075512172,2.226407523945,36,720.971839039066,1131.64802232231,799.932261345451,1509.91301232571,536.668189698901,3,10,7,67.9836016850085,34.5693069716415,38,7E-04,3
47,73177,5,452508,177180,1849850,1,3708,2,51,228997,975.577117874187,1119.61622912619,6.32712898196217,36,325.468343920102,1166.19221031811,797.37344247562,1496.77085337273,422.439339560906,4,21,8,70.367575133169,66.4991465124248,10,2E-04,4
52,83026,7,453131,51427,1849432,4,2006,1,28,365063,819.330442739734,1338.76874174533,3.98199753361539,36,531.584439003638,1495.98237191932,797.895367613912,1502.20708278128,499.919238819364,1,15,9,64.5604359006698,31.1957653905237,13,7E-04,2
21,74036,3,452692,98695,1849987,8,3904,0,67,420535,960.379662593494,705.484828529515,3.05638267422131,36,529.432402265495,1407.07089079984,807.234630820792,1490.24907240188,519.331303906435,4,15,8,63.5901494624476,44.7790543168669,20,0.0013,1
53,74289,5,451979,175508,1849863,6,3577,1,64,269706,993.408641771259,1183.18877454495,3.40110805939362,36,403.189494756922,1390.01727226356,797.347089908741,1502.48707086047,496.282016701763,4,15,8,57.6008532945731,21.193689180113,12,0.0045,2
38,75805,3,450710,156000,1849624,5,2356,2,62,269328,924.785373869071,989.8958757503,2.26484456136892,36,515.45116262137,1082.23969846533,798.977435933711,1487.72245697618,517.124734134715,2,10,8,73.5736187208222,53.3568422239776,24,4E-04,1
54,79691,2,450663,97045,1849470,1,4507,2,29,378086,721.696411557063,1118.11457180466,5.43929865429873,36,379.495461202649,1161.49460157309,797.795910779486,1496.39016457405,481.398832919073,2,13,7,57.7688234989844,40.3602566142142,26,0.0066,3
37,84316,3,451189,114032,1849706,5,4574,1,84,298178,1138.25218092226,1278.30729865331,3.35796452733042,36,610.363668199729,1267.65340768714,804.209492575729,1480.28881891153,502.035348071479,4,20,7,68.2771874365634,28.4704286973889,22,0.0015,1
34,74931,1,453107,122153,1849981,6,3862,2,71,334579,1029.36766339797,1212.91358721805,5.02379006950967,35,321.12961048258,1425.02034980074,781.138806093771,1494.54530267995,534.72728031591,3,16,8,74.5409307595267,54.9775522374684,28,0.0066,2
60,72607,3,451272,61091,1849707,2,4241,1,28,389228,933.510731980632,1214.89142562364,5.4825225905532,36,481.918676118199,1453.42375727087,790.185981082616,1494.86605089834,533.578926927989,1,19,8,63.2030655843197,37.3628961258733,33,0.0014,1
55,76873,7,451167,155394,1849847,5,3851,2,64,376875,922.541678694379,1158.43229632943,5.24863631126001,35,458.677730638594,1597.51651432549,802.031786098088,1503.6204058604,530.824288422675,3,13,8,70.80148694596,39.8173698241461,41,0.0019,2
45,72094,5,451024,74874,1849024,6,3124,3,54,430858,1031.90320699595,968.871676589229,1.34165372068659,37,418.914258577228,1065.34031895648,793.807807979089,1506.4142530252,518.079384664845,4,13,7,55.4116630594757,17.8226614135118,30,3E-04,0
39,82057,2,450484,188539,1848901,6,4015,3,93,250869,976.807366597945,1361.6438331147,2.37577243259914,36,348.61346614544,1670.34699554438,800.579164633956,1501.12836696232,383.238064202195,4,17,8,63.1298694061773,53.1613345459741,17,0.0017,1
45,66828,5,453363,135837,1849921,6,4715,1,45,318226,929.929664629069,1254.15734975535,5.21312762761018,36,439.073692835623,1124.94463284938,807.835501356751,1488.13196086186,555.66934050622,2,16,8,71.7051271486589,35.4315603467625,35,0.0047,2
54,71413,5,454239,155229,1849373,4,6288,3,31,432999,1098.41295939541,891.270142710297,4.71934363531532,36,177.944772019736,1353.84733599493,806.746137266609,1510.85739409507,487.900053947476,3,19,8,67.1907659610174,60.1905828230209,4,0.0124,4
47,72725,2,454095,44953,1849771,5,4137,1,39,384474,1133.80002020524,1041.16423295427,4.03730848244638,36,523.129149043662,1013.28313730639,806.861880165943,1487.48583093742,518.606192294606,3,15,8,72.2277659620437,28.8213208122943,31,0.004,2
41,77328,1,457406,54399,1849912,3,2818,1,42,358834,890.425386748618,1335.99741941765,1.87253200047624,37,458.476934328124,1172.98295384201,795.961678060119,1509.30135027331,461.428611576056,3,16,9,56.6887741575981,54.5331028117097,32,3E-04,1
35,74694,2,452401,134734,1849959,4,5197,3,44,267121,907.696772633023,761.98303232973,2.20325629763742,35,436.87918527576,1080.97815340033,775.859491991179,1496.20328982988,508.59213663846,2,19,8,61.4207778868461,26.3783635658579,28,0.0125,1
30,68571,5,455614,219739,1849947,6,3163,1,59,314068,857.114634337792,1113.84478742764,3.56467690198862,36,624.821412833859,1581.08034676832,795.697507225483,1466.75980810361,481.223208046911,4,14,8,74.5538083950052,34.2251454194808,17,0.0017,3
38,80634,6,455339,103291,1849950,2,4103,2,29,370415,985.18777489835,513.694042928607,5.55680729309458,36,465.953302097211,1371.30062997707,803.393862657388,1499.17905442153,536.687703968543,3,19,7,63.5189712522794,5.41577075094001,38,0.0035,1
45,78297,4,458362,102845,1849908,6,4572,1,30,425852,1098.29266586981,773.933619898355,5.95819621684872,35,488.175105274459,1334.28665163289,811.160498934632,1503.09360156188,529.576105146513,5,16,8,72.6410902981776,11.529963275103,36,0.001,1
49,77284,5,450323,144326,1849785,3,2521,1,102,441103,1118.43804053254,1169.14381039208,4.06295271574722,36,415.704460442547,1422.69451481908,800.515974869022,1517.46700049488,520.812360881171,4,11,9,51.2473383577049,35.5005380696697,45,0.0042,3
28,67330,1,456569,53066,1849421,4,4206,2,51,381833,1014.67266953584,939.339166012854,6.60864729240095,35,549.320604767655,1178.91250477532,802.29097961909,1489.80864990964,530.009141020106,2,9,9,73.3721022827059,24.7617197814379,35,0.0095,3
49,81371,5,450686,159662,1849478,1,3111,1,75,265987,1057.84060001509,944.690062747291,2.44388867286147,36,534.836126412961,1301.75044159395,805.76437245492,1496.12496948981,458.362961360283,3,12,8,67.1121351446887,43.1569386899101,24,0.0046,1
43,69449,1,456397,138944,1849931,6,2282,1,42,354659,1068.89138915738,1026.66916845123,3.93971169967958,37,269.972203160004,1279.38397637651,784.92185198921,1498.44028962365,501.176555426538,2,10,8,66.9654152509991,54.2174113000738,31,0.0015,1
41,69121,3,453907,73750,1849816,5,2817,3,94,406615,911.850616865787,1763.40071648435,5.32062159292622,35,351.922571305872,1136.84582741923,787.616760276037,1493.41846073939,493.955684244235,5,14,8,62.132119830895,42.9187096560199,20,0.0019,3
48,80352,1,457587,117884,1849736,6,4022,1,67,301844,1020.59862713217,1438.78655706446,4.56148534892273,36,451.133312054779,1194.86448765016,811.511236829681,1501.14778398887,489.412021628845,4,12,7,63.4317638605481,46.9473584381408,10,0.0036,1
33,76468,6,460009,74711,1849959,2,3949,2,43,380365,940.89305743074,526.436955333578,4.22563598093751,36,732.280747169908,1056.58654364794,788.259814054936,1502.51981696903,518.547112177683,4,17,8,65.9705650452393,30.6600884971526,26,0.0096,5
28,73405,2,450330,95154,1849890,2,4628,1,64,348359,1087.16495638443,1071.60498200601,6.44192064430661,36,338.830557357894,1113.62028910706,795.569642938485,1472.83929213338,479.966150692993,4,17,8,65.8125425513571,29.4155150695522,33,0.0102,4
64,83933,4,452317,78407,1849942,4,3707,0,20,420242,1195.33281897301,960.358280731462,2.47291855125968,36,637.083609548032,1149.46222952535,810.966694273487,1486.82687047008,571.228257097044,3,18,9,58.9104139639006,46.7119260138381,12,3E-04,1
53,71719,7,451674,112861,1849713,5,2374,3,25,286134,1049.53726422357,910.980692878713,4.62315079300558,36,394.906965209185,1066.66314689685,803.597113369006,1502.11855239146,491.406417619446,4,16,8,66.5300230362652,37.9572954906821,18,0.0015,0
40,73047,4,452170,62196,1849982,6,3857,3,54,368315,887.02980184975,920.938520853616,6.19683887912375,36,363.015882672576,1337.1279959201,789.354927889743,1507.06968902237,531.678645418193,3,13,8,55.5752179591904,35.1315850143272,27,3E-04,4
44,80450,4,450538,82970,1849871,7,2577,3,66,327511,1037.08151946664,1461.8477845464,3.42098465629107,36,337.741482351449,1323.80948947814,801.549590189783,1510.32202315318,550.150249193354,5,11,8,59.6037060503893,23.0781859117644,16,0.0106,1
52,68880,2,451792,90434,1849929,3,3090,1,63,354449,1109.1514748737,968.67686679919,6.55368954061983,36,775.978117568411,1358.78031862459,803.216270894047,1493.14166712225,463.720082501633,4,17,8,61.027634610569,52.0248006694455,17,0.0059,1
70,71873,1,450204,55148,1849994,6,5761,0,12,291414,1164.23243569589,907.210954618986,4.10994800482626,36,468.06198447973,1288.51819906772,797.755371718989,1494.65602606079,494.03470248156,3,11,8,65.3273053045479,40.3076361843751,42,7E-04,1
